id,subj,nseq,ntrialsubj,ntrialseq,lasttrial,H,I,D,event,R,P_group,pred_trials,AL,ALV,slat,linger,dwell
8,75,1,12,12,15,-0.993392729010363,0.321928094887362,0.0007158347622165,0,6.5792512120101,100,1,2.0,0.0,678.4339450295946,8.0,1354.6781375425198
8,75,1,13,13,15,-0.951994081908783,0.299560281858908,0.0005849737397291,0,6.5792512120101,100,1,2.0,0.0,-204.63356625291237,763.0,1377.3537551942995
8,75,1,14,14,15,-0.914182838435214,0.280107919192735,0.0004842344337892,0,6.5792512120101,100,1,,,,,
8,75,1,15,15,15,-0.879506460812006,0.263034405833794,0.0004054074862899,0,6.5792512120101,100,1,4.0,1.0,-604.9669217681632,537.0,1166.3405384072612
9,75,2,16,1,15,-1.92192809488736,2.0,0.0780719051126377,0,0.0,60,0,2.0,0.0,747.5462265646496,-526.0,2528.9539763928724
9,75,2,17,2,15,-1.79248125036058,1.32192809488736,0.0294468445267842,0,0.693147180559945,60,1,,,,,
9,75,2,18,3,15,-1.84237099317711,2.58496250072116,0.0633218643778377,0,0.693147180559945,60,0,0.0,0.0,1063.194827813978,767.0,801.5666363950114
9,75,2,19,4,15,-1.75,1.22239242133645,0.0148736716970261,0,1.79175946922805,60,1,,,,,
9,75,2,20,5,15,-1.65774272650489,1.0,0.0089239401617778,0,3.17805383034795,60,1,,,,,
9,75,2,21,6,15,-1.76096404744368,3.16992500144231,0.0479969065549501,0,3.17805383034795,60,0,-1.0,0.0,2189.1989346249575,766.0,2381.6652033314567
9,75,2,22,7,15,-1.68581570915303,1.0,0.0059697885230434,0,3.17805383034795,60,1,,,,,
9,75,2,23,8,15,-1.79248125036058,3.4594316186373,0.0411357845828078,0,1.79175946922805,60,0,,,,,
9,75,2,24,9,15,-1.72724860626392,1.0,0.0042725479150744,0,3.17805383034795,60,1,,,,,
9,75,2,25,10,15,-1.66449777920046,0.893084796083488,0.0031676977648571,0,3.17805383034795,60,1,0.0,,1797.0250239549298,827.0,
9,75,2,26,11,15,-1.72323142879762,2.8073549220576,0.0174568265933169,0,2.484906649788,60,0,,,,,
9,75,2,27,12,15,-1.78063906222957,2.90689059560852,0.0165710644937353,0,1.79175946922805,60,0,0.0,,1106.0003912891511,-903.0,740.8713305655215
9,75,2,28,13,15,-1.73222166376165,1.0,0.0024974536308848,0,1.79175946922805,60,1,0.0,,968.3811554318875,941.0,1135.4830283671959
9,75,2,29,14,15,-1.68497744848673,0.917537839808027,0.0019840028330547,0,3.17805383034795,60,1,4.0,0.0,599.3606516190055,-498.0,476.8709359794941
9,75,2,30,15,15,-1.74877259474022,3.16992500144231,0.0143599881125936,0,1.79175946922805,60,0,2.0,0.0,922.0381967836793,687.0,857.2189997463962
10,75,3,31,1,5,-1.92192809488736,2.0,0.0780719051126377,0,0.0,80,0,,,,,
10,75,3,32,2,5,-1.79248125036058,1.32192809488736,0.0294468445267842,0,0.693147180559945,80,1,,,,,
10,75,3,33,3,5,-1.66449777920046,1.0,0.0147718639657485,0,1.79175946922805,80,1,,,,,
10,75,3,34,4,5,-1.75,2.8073549220576,0.0573549220576041,0,1.79175946922805,80,0,0.0,,1305.7608527727139,1986.0,945.3652942845183
10,75,3,35,5,5,-1.65774272650489,1.0,0.0089239401617778,0,3.17805383034795,80,1,,,,,
11,75,4,36,1,12,-1.92192809488736,2.0,0.0780719051126377,0,0.0,80,0,,,,,
11,75,4,37,2,12,-1.91829583405449,2.32192809488736,0.0702989274995393,0,0.0,80,0,4.0,0.0,1.046896288269295,-1130.0,1757.1457595310862
11,75,4,38,3,12,-1.84237099317711,1.58496250072116,0.0283057932583333,0,0.693147180559945,80,1,,,,,
11,75,4,39,4,12,-1.75,1.22239242133645,0.0148736716970261,0,1.79175946922805,80,1,,,,,
11,75,4,40,5,12,-1.65774272650489,1.0,0.0089239401617778,0,3.17805383034795,80,1,,,,,
11,75,4,41,6,12,-1.57095059445467,0.84799690655495,0.0058175500552262,0,4.78749174278205,80,1,,,,,
11,75,4,42,7,12,-1.68581570915303,3.32192809488736,0.0443146580682469,0,3.17805383034795,80,0,,,,,
11,75,4,43,8,12,-1.61400546285422,0.874469117916141,0.0041980303624025,0,4.78749174278205,80,1,,,,,
11,75,4,44,9,12,-1.54659356429494,0.777607578663552,0.0030735997753846,0,4.78749174278205,80,1,,,,,
11,75,4,45,10,12,-1.48383170684469,0.700439718141092,0.0023222970106888,0,4.78749174278205,80,1,,,,,
11,75,4,46,11,12,-1.60493559474313,3.8073549220576,0.0337976597824188,0,3.17805383034795,80,0,,,,,
11,75,4,47,12,12,-1.5487949406954,0.736965594166206,0.0018925290116748,0,3.17805383034795,80,1,0.0,,1013.8813488078041,604.0,338.74613579962306
12,75,5,48,1,15,-1.92192809488736,2.0,0.0780719051126377,0,0.0,60,0,,,,,
12,75,5,49,2,15,-1.91829583405449,2.32192809488736,0.0702989274995393,0,0.0,60,0,,,,,
12,75,5,50,3,15,-1.84237099317711,1.58496250072116,0.0283057932583333,0,0.693147180559945,60,1,,,,,
12,75,5,51,4,15,-1.75,1.22239242133645,0.0148736716970261,0,1.79175946922805,60,1,,,,,
12,75,5,52,5,15,-1.83659166810898,3.0,0.0522972207799098,0,1.79175946922805,60,0,,,,,
12,75,5,53,6,15,-1.76096404744368,1.16992500144231,0.0089609539986312,0,3.17805383034795,60,1,,,,,
12,75,5,54,7,15,-1.68581570915303,1.0,0.0059697885230434,0,3.17805383034795,60,1,,,,,
12,75,5,55,8,15,-1.72957395851362,2.4594316186373,0.0207097430964302,0,3.17805383034795,60,0,,,,,
12,75,5,56,9,15,-1.83392721764183,3.58496250072116,0.0383689364262179,0,1.79175946922805,60,0,,,,,
12,75,5,57,10,15,-1.77832835373141,1.11547721741994,0.0042810067517119,0,1.79175946922805,60,1,,,,,
12,75,5,58,11,15,-1.72323142879762,1.0,0.0032083680183634,0,3.17805383034795,60,1,,,,,
12,75,5,59,12,15,-1.78063906222957,2.90689059560852,0.0165710644937353,0,1.79175946922805,60,0,,,,,
12,75,5,60,13,15,-1.73222166376165,1.0,0.0024974536308848,0,1.79175946922805,60,1,,,,,
12,75,5,61,14,15,-1.76524652837874,2.50250034052918,0.0097683952033255,0,2.484906649788,60,0,,,,,
12,75,5,62,15,15,-1.72297127917848,1.0,0.0019991161277004,0,3.87120101090789,60,1,,,,,
13,75,6,63,1,15,-1.92192809488736,2.0,0.0780719051126377,0,0.0,80,0,,,,,
13,75,6,64,2,15,-1.79248125036058,1.32192809488736,0.0294468445267842,0,0.693147180559945,80,1,2.0,0.0,713.9752148631087,-1378.0,2812.5288982143884
13,75,6,65,3,15,-1.84237099317711,2.58496250072116,0.0633218643778377,0,0.693147180559945,80,0,2.0,0.0,2019.0699866359191,-976.0,3041.573772994361
13,75,6,66,4,15,-1.75,1.22239242133645,0.014873671697026,0,1.79175946922805,80,1,,,,,
13,75,6,67,5,15,-1.65774272650489,1.0,0.0089239401617778,0,3.17805383034795,80,1,,,,,
13,75,6,68,6,15,-1.57095059445467,0.84799690655495,0.0058175500552262,0,4.78749174278205,80,1,,,,,
13,75,6,69,7,15,-1.49111485005519,0.736965594166206,0.0040189261914409,0,4.78749174278205,80,1,,,,,
13,75,6,70,8,15,-1.61400546285422,3.4594316186373,0.0411357845828078,0,3.17805383034795,80,0,,,,,
13,75,6,71,9,15,-1.54659356429494,0.777607578663552,0.0030735997753846,0,4.78749174278205,80,1,,,,,
13,75,6,72,10,15,-1.48383170684469,0.700439718141092,0.0023222970106888,0,4.78749174278205,80,1,,,,,
13,75,6,73,11,15,-1.42560519901694,0.637429920615292,0.0017997220791188,0,4.78749174278205,80,1,,,,,
13,75,6,74,12,15,-1.37164076218686,0.584962500721156,0.0014242681865987,0,4.78749174278205,80,1,,,,,
13,75,6,75,13,15,-1.49606591154385,4.0,0.0301842175731901,0,3.17805383034795,80,0,,,,,
13,75,6,76,14,15,-1.44661666762821,0.628031222613042,0.0012250945305996,0,4.78749174278205,80,1,,,,,
13,75,6,77,15,15,-1.40025823261021,0.584962500721156,0.0010082157071041,0,4.78749174278205,80,1,,,,,
14,75,7,78,1,15,-1.92192809488736,2.0,0.0780719051126377,0,0.0,60,0,,,,,
14,75,7,79,2,15,-1.79248125036058,1.32192809488736,0.0294468445267842,0,0.693147180559945,60,1,,,,,
14,75,7,80,3,15,-1.84237099317711,2.58496250072116,0.0633218643778377,0,0.693147180559945,60,0,,,,,
14,75,7,81,4,15,-1.90563906222957,2.8073549220576,0.0573549220576041,0,0.693147180559945,60,0,,,,,
14,75,7,82,5,15,-1.83659166810898,1.41503749927884,0.0145361093482848,0,1.79175946922805,60,1,,,,,
14,75,7,83,6,15,-1.76096404744368,1.16992500144231,0.0089609539986312,0,3.17805383034795,60,1,,,,,
14,75,7,84,7,15,-1.78992907531,2.32192809488736,0.0220317037194712,0,2.484906649788,60,0,,,,,
14,75,7,85,8,15,-1.72957395851362,1.13750352374993,0.005986320833038,0,2.484906649788,60,1,,,,,
14,75,7,86,9,15,-1.83392721764183,3.58496250072116,0.038368936426218,0,2.484906649788,60,0,,,,,
14,75,7,87,10,15,-1.77832835373141,1.11547721741994,0.0042810067517119,0,3.17805383034795,60,1,,,,,
14,75,7,88,11,15,-1.72323142879762,1.0,0.0032083680183634,0,3.17805383034795,60,1,,,,,
14,75,7,89,12,15,-1.75,2.32192809488736,0.0106499704282295,0,2.484906649788,60,0,,,,,
14,75,7,90,13,15,-1.70338489931029,1.0,0.0024974536308847,0,3.17805383034795,60,1,,,,,
14,75,7,91,14,15,-1.65774272650489,0.917537839808027,0.0019840028330548,0,3.17805383034795,60,1,,,,,
14,75,7,92,15,15,-1.72297127917848,3.16992500144231,0.0143599881125936,0,3.17805383034795,60,0,,,,,
15,75,8,93,1,14,-1.92192809488736,2.0,0.0780719051126377,0,0.0,100,0,,,,,
15,75,8,94,2,14,-1.79248125036058,1.32192809488736,0.0294468445267842,0,0.693147180559945,100,1,,,,,
15,75,8,95,3,14,-1.66449777920046,1.0,0.0147718639657485,0,1.79175946922805,100,1,,,,,
15,75,8,96,4,14,-1.5487949406954,0.807354922057604,0.0085599813622055,0,3.17805383034795,100,1,,,,,
15,75,8,97,5,14,-1.44661666762821,0.678071905112638,0.0054312691135501,0,4.78749174278205,100,1,,,,,
15,75,8,98,6,14,-1.35677964944704,0.584962500721156,0.0036716014904636,0,6.5792512120101,100,1,,,,,
15,75,8,99,7,14,-1.27761343681912,0.514573172829758,0.0026019874808985,0,6.5792512120101,100,1,,,,,
15,75,8,100,8,14,-1.20751874963942,0.459431618637297,0.0019128689978753,0,6.5792512120101,100,1,,,,,
15,75,8,101,9,14,-1.14511041438158,0.415037499278844,0.0014482390762564,0,6.5792512120101,100,1,,,,,
15,75,8,102,10,14,-1.08923007884258,0.37851162325373,0.0011232790298653,0,6.5792512120101,100,1,,,,,
15,75,8,103,11,14,-1.03892059503159,0.347923303420307,0.0008890321161728,0,6.5792512120101,100,1,,,,,
15,75,8,104,12,14,-0.993392729010363,0.321928094887362,0.0007158347622165,0,6.5792512120101,100,1,,,,,
15,75,8,105,13,14,-0.951994081908783,0.299560281858908,0.0005849737397291,0,6.5792512120101,100,1,,,,,
15,75,8,106,14,14,-0.914182838435214,0.280107919192735,0.0004842344337892,0,6.5792512120101,100,1,,,,,
16,75,9,107,1,15,-1.92192809488736,2.0,0.0780719051126377,0,0.0,80,0,,,,,
16,75,9,108,2,15,-1.91829583405449,2.32192809488736,0.0702989274995393,0,0.0,80,1,,,,,
16,75,9,109,3,15,-1.84237099317711,1.58496250072116,0.0283057932583333,0,0.693147180559945,80,1,0.0,,1053.4621421582249,332.0,664.3650808061235
16,75,9,110,4,15,-1.75,1.22239242133645,0.014873671697026,0,1.79175946922805,80,1,0.0,,663.1415430294135,698.0,1408.779465255408
16,75,9,111,5,15,-1.65774272650489,1.0,0.0089239401617778,0,3.17805383034795,80,1,,,,,
16,75,9,112,6,15,-1.76096404744368,3.16992500144231,0.0479969065549501,0,3.17805383034795,80,0,,,,,
16,75,9,113,7,15,-1.68581570915303,1.0,0.0059697885230434,0,4.78749174278205,80,1,,,,,
16,75,9,114,8,15,-1.61400546285422,0.874469117916141,0.0041980303624025,0,4.78749174278205,80,1,,,,,
16,75,9,115,9,15,-1.54659356429494,0.777607578663552,0.0030735997753846,0,4.78749174278205,80,1,,,,,
16,75,9,116,10,15,-1.48383170684469,0.700439718141092,0.0023222970106888,0,4.78749174278205,80,1,,,,,
16,75,9,117,11,15,-1.42560519901694,0.637429920615292,0.0017997220791188,0,4.78749174278205,80,1,,,,,
16,75,9,118,12,15,-1.50161447181018,2.90689059560852,0.0165710644937353,0,4.78749174278205,80,0,,,,,
16,75,9,119,13,15,-1.45166076435777,0.678071905112638,0.0015100270584421,0,4.78749174278205,80,1,,,,,
16,75,9,120,14,15,-1.40467847306357,0.628031222613042,0.0012250945305996,0,4.78749174278205,80,1,,,,,
16,75,9,121,15,15,-1.36052731144371,0.584962500721156,0.0010082157071041,0,4.78749174278205,80,1,,,,,
17,75,10,122,1,15,-1.92192809488736,2.0,0.0780719051126377,0,0.0,80,0,,,,,
17,75,10,123,2,15,-1.79248125036058,1.32192809488736,0.0294468445267842,0,0.693147180559945,80,1,,,,,
17,75,10,124,3,15,-1.66449777920046,1.0,0.0147718639657485,0,1.79175946922805,80,1,,,,,
17,75,10,125,4,15,-1.5487949406954,0.807354922057604,0.0085599813622055,0,3.17805383034795,80,1,2.0,0.0,1302.641264398645,1073.0,1639.7252496324256
17,75,10,126,5,15,-1.65774272650489,3.0,0.0522972207799099,0,3.17805383034795,80,0,,,,,
17,75,10,127,6,15,-1.57095059445467,0.84799690655495,0.0058175500552262,0,4.78749174278205,80,1,,,,,
17,75,10,128,7,15,-1.49111485005519,0.736965594166206,0.0040189261914409,0,4.78749174278205,80,1,,,,,
17,75,10,129,8,15,-1.41829583405449,0.652076696579693,0.0028991698777383,0,4.78749174278205,80,1,,,,,
17,75,10,130,9,15,-1.54659356429494,3.58496250072116,0.038368936426218,0,3.17805383034795,80,0,,,,,
17,75,10,131,10,15,-1.48383170684469,0.700439718141092,0.0023222970106888,0,3.17805383034795,80,1,,,,,
17,75,10,132,11,15,-1.42560519901694,0.637429920615292,0.0017997220791188,0,4.78749174278205,80,1,,,,,
17,75,10,133,12,15,-1.37164076218686,0.584962500721156,0.0014242681865987,0,4.78749174278205,80,1,,,,,
17,75,10,134,13,15,-1.32160695838835,0.540568381362703,0.0011471931617964,0,4.78749174278205,80,1,,,,,
17,75,10,135,14,15,-1.44661666762821,4.08746284125034,0.028648950919138,0,3.17805383034795,80,0,,,,,
17,75,10,136,15,15,-1.40025823261021,0.584962500721156,0.0010082157071041,0,4.78749174278205,80,1,,,,,
18,75,11,137,1,15,-1.92192809488736,2.0,0.0780719051126377,0,0.0,60,0,,,,,
18,75,11,138,2,15,-1.91829583405449,2.32192809488736,0.0702989274995393,0,0.0,60,1,,,,,
18,75,11,139,3,15,-1.84237099317711,1.58496250072116,0.0283057932583333,0,0.693147180559945,60,1,,,,,
